gene	fold_change	log_fold_change	score_low	pvalue_low	fdr_low	score_high	pvalue_high	fdr_high	pvalue	fdr	phenotype_score
CYP3A5	9.800229446353862e-1	-2.9112568389940346e-2	2.3451749697895258e-1	3.865887501564516e-1	1e0	1e0	1e0	1e0	3.865887501564516e-1	1e0	-1.2016235549987044e-2
SNRK	1.0011408086260112e0	1.644900867094515e-3	1.0268235478326576e-1	2.177159356239291e-1	9.99580666121202e-1	2.1012844867536987e-1	3.475254746418876e-1	1e0	2.177159356239291e-1	9.99580666121202e-1	1.08910495419188e-3
MAPK12	9.822551509560833e-1	-2.58302666759762e-2	2.6198279129610296e-2	7.866172351435687e-2	9.766934590821391e-1	5.98061818450267e-1	6.538124565711844e-1	1e0	7.866172351435687e-2	9.766934590821391e-1	-2.8522724359189715e-2
GAK	9.794811384767378e-1	-2.9910383597228772e-2	1.1332983667575687e-1	2.3686561559941477e-1	9.999147782931771e-1	6.997081917752532e-1	7.16794489449765e-1	1e0	2.3686561559941477e-1	9.999147782931771e-1	-1.8708884482207887e-2
GSR	1.0282318390772176e0	4.016559077375173e-2	4.831562871841842e-1	6.228501387564145e-1	1e0	2.2761536493946414e-2	6.902430287309938e-2	9.086892599827913e-1	6.902430287309938e-2	9.086892599827913e-1	4.6632169389291454e-2
DGKD	9.27528568215666e-1	-1.085363769400778e-1	3.012499692399452e-3	1.1549367503808788e-2	5.090544067325545e-1	1e0	1e0	1e0	1.1549367503808788e-2	5.090544067325545e-1	-2.1028291340363764e-1
CA7	1.0377947843430755e0	5.352119043881924e-2	1e0	1e0	1e0	1.2156317736306825e-1	2.4931700769526244e-1	1e0	2.4931700769526244e-1	1e0	3.228655612910497e-2
CA5A	1.0284232647333935e0	4.043415193906303e-2	1e0	1e0	1e0	7.528992554767572e-2	1.673924583838654e-1	1e0	1.673924583838654e-1	1e0	3.138758106515734e-2
SPTLC1	9.784468154261107e-1	-3.143466121087116e-2	1.1313725959343081e-1	2.3541547080073025e-1	9.999147782931771e-1	4.0075138889184164e-1	5.42004566229753e-1	1e0	2.3541547080073025e-1	9.999147782931771e-1	-1.974615396016036e-2
EGLN3	9.644469801455172e-1	-5.2226165668066496e-2	2.2247603418812105e-3	9.56836612703441e-3	4.973311868888496e-1	1e0	1e0	1e0	9.56836612703441e-3	4.973311868888496e-1	-1.0545310035412007e-1
PACSIN2	9.958606242566745e-1	-5.984250951346301e-3	3.5851957685896263e-1	5.049050284634076e-1	1e0	4.267484143230434e-1	5.691904652979487e-1	1e0	5.049050284634076e-1	1e0	-1.7760676593374903e-3
MB	9.698144709934984e-1	-4.421931395699935e-2	1.6767266762811042e-1	3.234686082494249e-1	1e0	7.793266462866467e-1	7.806612832918287e-1	1e0	3.234686082494249e-1	1e0	-2.1674886495231308e-2
TRAPPC4	1.027792792180851e0	3.9549439799581615e-2	7.383100708905467e-1	7.542004566229753e-1	1e0	1.5260057691478654e-1	2.913668909499743e-1	1e0	2.913668909499743e-1	1e0	2.118109007628913e-2
CLC	1.0204733953750988e0	2.923857055217456e-2	3.791723104604501e-1	5.260831847941959e-1	1e0	5.487428081569001e-2	1.3094893850263917e-1	1e0	1.3094893850263917e-1	1e0	2.581467598087732e-2
PANK3	9.632457966626558e-1	-5.40241095095942e-2	1.1343369970775397e-2	3.6667947052451216e-2	8.120685672444188e-1	6.859248461327005e-1	7.078821412078498e-1	1e0	3.6667947052451216e-2	8.120685672444188e-1	-7.756313818538785e-2
MAP3K3	1.016181249197695e0	2.3157748564265574e-2	5.920251707076616e-1	6.70661758041614e-1	1e0	1.5598506976633423e-2	4.901575737696428e-2	8.454778324619195e-1	4.901575737696428e-2	8.454778324619195e-1	3.0328876155059352e-2
ULK4	1.05992209217255e0	8.395822576300835e-2	1e0	1e0	1e0	8.212209710635889e-3	2.6266610847601003e-2	6.15937935716999e-1	2.6266610847601003e-2	6.15937935716999e-1	1.3270403246208104e-1
ZAP70	1.027269074032808e0	3.881411829536452e-2	6.500570864221953e-1	6.996258108510537e-1	1e0	7.439115479092591e-2	1.666846496130789e-1	1e0	1.666846496130789e-1	1e0	3.0201435977202346e-2
GABRP	1.0523674281488051e0	7.363850141632812e-2	7.982280386422255e-1	8.002641335169033e-1	1e0	2.3895213775155e-2	7.28179852482294e-2	9.244583756976745e-1	7.28179852482294e-2	9.244583756976745e-1	8.378304015286997e-2
SLC19A2	9.702790722504601e-1	-4.352833908668294e-2	2.2099535588375074e-2	6.71555150819375e-2	9.766934590821391e-1	1e0	1e0	1e0	6.71555150819375e-2	9.766934590821391e-1	-5.105518615871811e-2
BST1	9.936481854754284e-1	-9.192958304756709e-3	5.810321593104265e-1	7.153443446510804e-1	1e0	3.8472437503176454e-1	5.378138203978403e-1	1e0	5.378138203978403e-1	1e0	-2.476289176401879e-3
FCGR3B	9.872841754545599e-1	-1.8462691553020816e-2	4.9133123228429326e-1	6.259144328250633e-1	1e0	1e0	1e0	1e0	6.259144328250633e-1	1e0	-3.7568814189341214e-3
MMP12	9.929884313241287e-1	-1.015118495700768e-2	7.095142963179618e-1	7.351370947902685e-1	1e0	1e0	1e0	1e0	7.351370947902685e-1	1e0	-1.3565197204480474e-3
PANK4	1.0085838139877323e0	1.2330977852842848e-2	5.223772504490871e-1	6.391728995558932e-1	1e0	2.374842344418114e-1	3.7513001670256063e-1	1e0	3.7513001670256063e-1	1e0	5.2507545913745846e-3
HTR1B	1.0329211886981897e0	4.6730181587458515e-2	4.7397515114381905e-1	6.192031972240085e-1	1e0	2.9866820720828324e-1	4.3700286144643313e-1	1e0	4.3700286144643313e-1	1e0	1.6800234846808825e-2
C1QC	9.230728370428745e-1	-1.1548360357688402e-1	7.216929291324755e-3	2.6491038018825987e-2	7.395148805978291e-1	8.309030214164381e-1	8.318738374025144e-1	1e0	2.6491038018825987e-2	7.395148805978291e-1	-1.8210621274401392e-1
STK35	9.784782572571418e-1	-3.138830177244183e-2	4.131578871427717e-1	5.590998744071023e-1	1e0	1e0	1e0	1e0	5.590998744071023e-1	1e0	-7.9258790798565e-3
DOLPP1	1.0062678345158127e0	9.014352955958675e-3	1e0	1e0	1e0	6.658766665796579e-1	6.947531516911882e-1	1e0	6.947531516911882e-1	1e0	1.425795469140755e-3
SEC14L4	9.259183689879653e-1	-1.1104308698226674e-1	3.133188048827508e-1	4.613057345458155e-1	1e0	1e0	1e0	1e0	4.613057345458155e-1	1e0	-3.731171497807306e-2
EFNB2	9.83381923270863e-1	-2.4176259402595407e-2	3.9016511027622114e-1	5.369506389700519e-1	1e0	7.03576402888724e-1	7.197206744899677e-1	1e0	5.369506389700519e-1	1e0	-6.529176883169417e-3
CA9	9.678150323207629e-1	-4.7196747234757634e-2	2.0536257339627953e-2	6.255907397896426e-2	9.727408997617026e-1	1e0	1e0	1e0	6.255907397896426e-2	9.727408997617026e-1	-5.681118191110893e-2
PRSS3	1.0453104992005182e0	6.393154433466398e-2	1e0	1e0	1e0	1.5704671048411847e-2	4.926176408388397e-2	8.454778324619195e-1	4.926176408388397e-2	8.454778324619195e-1	8.358985745656171e-2
HTR2B	9.847158390166807e-1	-2.2220631015625065e-2	6.348242777917288e-1	6.919823393079875e-1	1e0	1e0	1e0	1e0	6.919823393079875e-1	1e0	-3.553189767338708e-3
PPP1R21	9.880551609730797e-1	-1.7336508299201765e-2	2.500619802863572e-2	7.463929806086292e-2	9.766934590821391e-1	6.468335649402096e-2	1.4815646026560092e-1	1e0	7.463929806086292e-2	9.766934590821391e-1	-1.9538807484076475e-2
PNLIPRP2	9.9281955170359e-1	-1.039656798872887e-2	3.758178876984595e-1	5.227124613186823e-1	1e0	7.353295785354048e-1	7.432251047686458e-1	1e0	5.227124613186823e-1	1e0	-2.9290993966665365e-3
ACADS	9.78276340078126e-1	-3.168604469254735e-2	1.486020284327253e-1	3.000375483921088e-1	1e0	8.316218900514116e-1	8.323356394663812e-1	1e0	3.000375483921088e-1	1e0	-1.6566237045459467e-2
IFNAR2	8.618004605897372e-1	-2.1457422538969073e-1	8.818722481272873e-7	8.631814277883998e-6	2.857130525979603e-3	1e0	1e0	1e0	8.631814277883998e-6	2.857130525979603e-3	-1.0865819720281666e0
VRK3	1.0176249586849664e0	2.5205960296083112e-2	3.2201279722308757e-1	4.7039503498042734e-1	1e0	8.516318846659433e-2	1.8531642073189153e-1	1e0	1.8531642073189153e-1	1e0	1.8452933081893903e-2
PTPMT1	1.0355342018303093e0	5.037520396510321e-2	1e0	1e0	1e0	1.7362283520322132e-2	5.424232092222304e-2	8.842322948301667e-1	5.424232092222304e-2	8.842322948301667e-1	6.375796810871584e-2
BPI	9.860273553023365e-1	-2.0300423120306096e-2	2.0915015701318887e-1	3.62303140685625e-1	1e0	7.164587416941612e-1	7.291940906599453e-1	1e0	3.62303140685625e-1	1e0	-8.951022959796624e-3
CCR5	9.639147464715399e-1	-5.3022542085354146e-2	2.320276010916272e-2	6.938252316563157e-2	9.766934590821391e-1	1e0	1e0	1e0	6.938252316563157e-2	9.766934590821391e-1	-6.143986590376989e-2
UGT1A9	1.0160594000671144e0	2.2984746280604488e-2	1e0	1e0	1e0	4.282644100572288e-1	5.708693531749971e-1	1e0	5.708693531749971e-1	1e0	5.595941518130098e-3
LIMK2	9.922671467381584e-1	-1.1199507150416664e-2	2.959974562922783e-1	4.451556100318946e-1	1e0	4.9155073205133254e-1	6.002908921411647e-1	1e0	4.451556100318946e-1	1e0	-3.936494039107603e-3
PTPRJ	9.818352484664938e-1	-2.6447133647878485e-2	4.414000580155496e-1	5.871187435531137e-1	1e0	1e0	1e0	1e0	5.871187435531137e-1	1e0	-6.1165358341247564e-3
TRAPPC2	9.891651016515437e-1	-1.571675342314987e-2	1.5565323675869394e-1	3.0619634787937905e-1	1e0	5.489051107199743e-1	6.278350115018925e-1	1e0	3.0619634787937905e-1	1e0	-8.078411158955608e-3
ATP1A1	8.66115196456682e-1	-2.0736917351026513e-1	2.184692460742091e-8	4.315907138941999e-6	2.4999892102321526e-3	1e0	1e0	1e0	4.315907138941999e-6	2.4999892102321526e-3	-1.1125206662590936e0
CA13	9.847986847491513e-1	-2.2099259859411233e-2	6.136977660041356e-2	1.466545245812491e-1	9.766934590821391e-1	6.625697878503275e-1	6.922110823863514e-1	1e0	1.466545245812491e-1	9.766934590821391e-1	-1.8424253134783446e-2
DECR1	9.961794000880122e-1	-5.5225169406523614e-3	7.953170772316673e-2	1.7885550774489536e-1	9.766934590821391e-1	2.615776464611884e-1	3.998213214444478e-1	1e0	1.7885550774489536e-1	9.766934590821391e-1	-4.128068609064754e-3
STYK1	9.728050249771049e-1	-3.977741391545864e-2	3.365965106093695e-1	4.839944583752336e-1	1e0	1e0	1e0	1e0	4.839944583752336e-1	1e0	-1.2536234292149881e-2
CPA1	9.802348408120573e-1	-2.8800669040041763e-2	9.845279739982359e-2	2.1054289795900752e-1	9.92366234949284e-1	7.384390457175661e-1	7.461426579945706e-1	1e0	2.1054289795900752e-1	9.92366234949284e-1	-1.9488243536909856e-2
PIP4K2C	1.062410970145397e0	8.734194872203437e-2	8.167834532194065e-1	8.1724722810864e-1	1e0	1.1720064679880723e-2	3.726785814476416e-2	7.84996612012896e-1	3.726785814476416e-2	7.84996612012896e-1	1.2478243462967109e-1
PTPRO	9.497828326708495e-1	-7.433041517506994e-2	3.521809767460533e-2	9.872205989615927e-2	9.766934590821391e-1	1e0	1e0	1e0	9.872205989615927e-2	9.766934590821391e-1	-7.474560936863882e-2
PPP3CA	1.0370020136143143e0	5.2418695528732746e-2	4.134744298842197e-1	5.595314651209965e-1	1e0	1.5935607981177108e-1	2.9819465604378054e-1	1e0	2.9819465604378054e-1	1e0	2.7546032039150892e-2
KCNQ3	1.0271517587770749e0	3.864935152981394e-2	5.68690297456743e-1	6.598029356800359e-1	1e0	4.8317390313366855e-2	1.1800553299295212e-1	1e0	1.1800553299295212e-1	1e0	3.587037152503754e-2
GRK7	9.794935096535387e-1	-2.9892161987839557e-2	4.950962731935211e-2	1.2500593437231605e-1	9.766934590821391e-1	2.641157738223737e-1	4.015778956499972e-1	1e0	1.2500593437231605e-1	9.766934590821391e-1	-2.699469587516963e-2
RBKS	1.023871104122556e0	3.403410484196861e-2	3.646190452648159e-1	5.112062528862629e-1	1e0	1.548757545470768e-2	4.886901653424025e-2	8.454778324619195e-1	4.886901653424025e-2	8.454778324619195e-1	4.461756793096924e-2
MAPK8IP2	9.76344070393942e-1	-3.45384417965512e-2	2.872224346009699e-1	4.3623462997570145e-1	1e0	1e0	1e0	1e0	4.3623462997570145e-1	1e0	-1.2443505024452753e-2
VDAC1	1.0118530049502212e0	1.6999720434821248e-2	7.707549371426154e-1	7.784990138152188e-1	1e0	1.7482020866747872e-1	3.12821265337655e-1	1e0	3.12821265337655e-1	1e0	8.579822339944141e-3
PROZ	1.0056504139808435e0	8.12888002725385e-3	1e0	1e0	1e0	7.463367557120887e-1	7.519518690035866e-1	1e0	7.519518690035866e-1	1e0	1.0064362856185415e-3
POMC	9.682749336844438e-1	-4.651134785682583e-2	5.900278868006124e-2	1.425630446135321e-1	9.766934590821391e-1	1e0	1e0	1e0	1.425630446135321e-1	9.766934590821391e-1	-3.934827648891867e-2
CACNA1B	1.006402126964864e0	9.20687637437358e-3	6.467896682683807e-1	6.981584024238134e-1	1e0	2.8856349328605196e-1	4.271625931696454e-1	1e0	4.271625931696454e-1	1e0	3.4010826076805345e-3
STK10	9.941271823724777e-1	-8.497661972457358e-3	3.8225588559899926e-1	5.287331517775063e-1	1e0	3.8634795670783406e-1	5.266399368151194e-1	1e0	5.266399368151194e-1	1e0	-2.3664816767533813e-3
CAMLG	1.0016791807429943e0	2.4205140586492425e-3	5.881460573581345e-1	6.686764407577006e-1	1e0	7.196082559461774e-1	7.316066827506139e-1	1e0	6.686764407577006e-1	1e0	4.2306707567446795e-4
TPSB2	1.0521465537125396e0	7.333567191956464e-2	1e0	1e0	1e0	1.1641449032033579e-2	3.698732418073293e-2	7.84996612012896e-1	3.698732418073293e-2	7.84996612012896e-1	1.0501280172307484e-1
ACSL3	1.0346435983036635e0	4.913389090448224e-2	1e0	1e0	1e0	6.478405093997261e-2	1.4845425785818792e-1	1e0	1.4845425785818792e-1	1e0	4.070287595487731e-2
IDH3B	1.0208669518139117e0	2.9794854006231403e-2	5.808637280467289e-1	6.65301401375048e-1	1e0	7.564400353190137e-2	1.691576644036927e-1	1e0	1.691576644036927e-1	1e0	2.2992936726254333e-2
B4GALT1	1.0733358406718556e0	1.0210155779323316e-1	6.249515527005551e-1	6.869715711196758e-1	1e0	1.470476239478088e-4	4.833815995615038e-4	7.466634441226695e-2	4.833815995615038e-4	7.466634441226695e-2	3.385391444998189e-1
WEE1	1.0511293476040229e0	7.194021227319422e-2	1e0	1e0	1e0	2.8370825472478554e-3	1.0345229412043971e-2	4.411092073165176e-1	1.0345229412043971e-2	4.411092073165176e-1	1.428200167627283e-1
UROD	1.0482981025727958e0	6.804903171161657e-2	1e0	1e0	1e0	1.3125321279497215e-1	2.656138730519074e-1	1e0	2.656138730519074e-1	1e0	3.9179178661331415e-2
PLOD1	1.0320809286878032e0	4.5556101418978444e-2	4.444692810329092e-1	5.897169196507568e-1	1e0	7.849024979896532e-2	1.7351241470688517e-1	1e0	1.7351241470688517e-1	1e0	3.465313444002538e-2
TXNDC12	1.0230644033585126e0	3.2896967645640755e-2	1.9213105685687762e-1	3.4578184815775503e-1	1e0	1.3661477145411138e-2	4.3400762189200734e-2	8.372544509880712e-1	4.3400762189200734e-2	8.372544509880712e-1	4.482220538001599e-2
OGFOD1	9.798277337963961e-1	-2.939996754067106e-2	3.1375303094209783e-1	4.6247102947332985e-1	1e0	7.542879465197565e-1	7.587321591188644e-1	1e0	4.6247102947332985e-1	1e0	-9.846503874511586e-3
AGXT	9.779519099698594e-1	-3.216457138041324e-2	1.2905881132729605e-1	2.6280421750445615e-1	9.999147782931771e-1	7.853379689996038e-1	7.857152105515298e-1	1e0	2.6280421750445615e-1	9.999147782931771e-1	-1.866727733127891e-2
ITGA4	1.033710596945965e0	4.7832337692482685e-2	1e0	1e0	1e0	5.888464871517747e-2	1.371681606898546e-1	1e0	1.371681606898546e-1	1e0	4.126719077278805e-2
HCRT	1.0022143553060832e0	3.191107598320981e-3	1e0	1e0	1e0	4.941568510537881e-1	6.349562582811468e-1	1e0	6.349562582811468e-1	1e0	6.294657329113014e-4
ACHE	1.00611600203543e0	8.796652969573422e-3	6.919204323331664e-1	8.364357512483761e-1	1e0	1.9628745528144836e-1	4.1301073366105456e-1	1e0	4.1301073366105456e-1	1e0	3.3782548312036743e-3
ACADSB	9.949378075738383e-1	-7.321747632121385e-3	4.2994980816353273e-1	5.756297987492501e-1	1e0	7.420297475899507e-1	7.485250387352665e-1	1e0	5.756297987492501e-1	1e0	-1.756170459125752e-3
KSR1	1.0218617846353035e0	3.1200072884094394e-2	5.148147606393045e-1	6.360007078087708e-1	1e0	1.1496211905097009e-1	2.3738784036322674e-1	1e0	2.3738784036322674e-1	1e0	1.9485741271696833e-2
BLVRA	1.0402162320109634e0	5.6883455697210636e-2	6.991484426345058e-1	8.400093223594202e-1	1e0	6.523689003813728e-3	2.934385263766665e-2	6.53747178475708e-1	2.934385263766665e-2	6.53747178475708e-1	8.717292127141964e-2
ARL5B	9.836054395470188e-1	-2.384838152127141e-2	7.52595965794017e-2	1.7022369346701136e-1	9.766934590821391e-1	7.165962629149244e-1	7.291940906599453e-1	1e0	1.7022369346701136e-1	9.766934590821391e-1	-1.8338928196042627e-2
GABRA3	9.817817198380622e-1	-2.6525790013197798e-2	6.579601538545721e-1	7.041834087897765e-1	1e0	1e0	1e0	1e0	7.041834087897765e-1	1e0	-4.04025479090129e-3
TBXA2R	1.8402452536720044e0	8.798980503462545e-1	2.0593089300364914e-1	3.8103849357577224e-1	1e0	5.134647192591042e-2	1.3974907315894192e-1	1e0	1.3974907315894192e-1	1e0	7.520058047211391e-1
RIPK4	9.942806066637073e-1	-8.275027092661907e-3	1.3982966988784643e-1	2.799987915460011e-1	1e0	2.819105677216386e-1	4.199852395975848e-1	1e0	2.799987915460011e-1	1e0	-4.574797779138202e-3
GABRA4	1.0302152306545405e0	4.2945774068569045e-2	7.558783896356991e-1	7.670100690113552e-1	1e0	1.7019057101727134e-1	3.0785365622073274e-1	1e0	3.0785365622073274e-1	1e0	2.197344941231879e-2
ATP5C1	9.601416320834758e-1	-5.8680859019140094e-2	2.0806131124569438e-1	3.609263663083025e-1	1e0	1e0	1e0	1e0	3.609263663083025e-1	1e0	-2.5971056198201864e-2
B4GALT4	1.0133261717378097e0	1.9098626860674716e-2	7.357198710669435e-1	7.526769414029287e-1	1e0	2.2502406866715657e-1	3.630713721563567e-1	1e0	3.630713721563567e-1	1e0	8.403548482758082e-3
ADC	9.96968671099672e-1	-4.379925027469402e-3	8.286826133777225e-1	8.28265739034359e-1	1e0	8.052526875286443e-1	8.042175044561741e-1	1e0	8.042175044561741e-1	1e0	-4.144568808006362e-4
PDK2	1.005060834055462e0	7.28282710964742e-3	1e0	1e0	1e0	6.169706079590638e-1	6.641533700760894e-1	1e0	6.641533700760894e-1	1e0	1.2943886552578279e-3
RXRA	1.0059985930057127e0	8.628287384891015e-3	3.3659297557236406e-1	4.839944583752336e-1	1e0	5.694593258827941e-1	6.381500295639639e-1	1e0	4.839944583752336e-1	1e0	2.7192876949438506e-3
JAK3	9.750844983058704e-1	-3.640085037927666e-2	5.3148936650284195e-2	1.3201065165881892e-1	9.766934590821391e-1	1e0	1e0	1e0	1.3201065165881892e-1	9.766934590821391e-1	-3.201058112888584e-2
ADRB3	1.0354421581059134e0	5.024696394519069e-2	8.275767490374268e-1	8.272601326709854e-1	1e0	5.944118407722649e-1	6.515595530446567e-1	1e0	6.515595530446567e-1	1e0	9.348240789687694e-3
NTRK3	1.0039808950335398e0	5.731816198431496e-3	1e0	1e0	1e0	7.048569099361565e-1	7.202860583251691e-1	1e0	7.202860583251691e-1	1e0	8.167550989626883e-4
GALE	1.0435528209614184e0	6.1503626478062685e-2	7.449496563729949e-1	7.591033271328134e-1	1e0	3.441446311392778e-2	9.286105800147604e-2	9.915164580157603e-1	9.286105800147604e-2	9.915164580157603e-1	6.348197504107748e-2
MGAM	1.0055384918486727e0	7.968308830040884e-3	1e0	1e0	1e0	1.8198876729233332e-1	3.4425401703056957e-1	1e0	3.4425401703056957e-1	1e0	3.690291020980397e-3
KCND2	9.919597147856682e-1	-1.1646563447675791e-2	3.771275989303313e-1	5.244604037099537e-1	1e0	7.68073601160715e-1	7.705577446795655e-1	1e0	5.244604037099537e-1	1e0	-3.2643837656864535e-3
PDE6G	1.0035066125702665e0	5.050123318267456e-3	2.645123165532754e-1	4.155010120802241e-1	1e0	5.442602547977585e-2	1.2897656894014267e-1	1e0	1.2897656894014267e-1	1e0	4.49203005144409e-3
PNKP	1.005009802802444e0	7.209573429577146e-3	7.116117582008755e-1	7.367987190387612e-1	1e0	7.143895090293053e-1	7.27433200547257e-1	1e0	7.27433200547257e-1	1e0	9.964126594408961e-4
MTTP	9.740210613961937e-1	-3.797512664203539e-2	4.479134189375825e-2	1.1679276308690942e-1	9.766934590821391e-1	1e0	1e0	1e0	1.1679276308690942e-1	9.766934590821391e-1	-3.541499804441427e-2
GMPR	9.860827979186828e-1	-2.0219305148729202e-2	3.310716663845803e-2	9.469531853552639e-2	9.766934590821391e-1	2.3921733309595983e-1	3.768952227223879e-1	1e0	9.469531853552639e-2	9.766934590821391e-1	-2.0697926243274364e-2
CNKSR3	1.0155889586094888e0	2.2316615334442742e-2	4.064860217421733e-1	5.524102183417422e-1	1e0	3.384093971942935e-2	9.06469976391988e-2	9.768795047908075e-1	9.06469976391988e-2	9.768795047908075e-1	2.326834256183704e-2
PPP2CA	1.0220269158305786e0	3.143319121092251e-2	1e0	1e0	1e0	2.0086394959349296e-1	3.3841891057872e-1	1e0	3.3841891057872e-1	1e0	1.4790742806324189e-2
ALDH1L1	1.022205810033368e0	3.1685696492343235e-2	4.477594951692419e-1	5.936487110543329e-1	1e0	7.735284324065589e-2	1.725801787648737e-1	1e0	1.725801787648737e-1	1e0	2.417647430368833e-2
GALNT1	1.0067408749376203e0	9.692395807973084e-3	4.493987457861798e-1	5.952283330671857e-1	1e0	1.8479380222459715e-1	3.2214794066490865e-1	1e0	3.2214794066490865e-1	1e0	4.768122171745488e-3
PTGER2	1.0382499150478006e0	5.415375371780379e-2	5.734787492043553e-1	6.623493208920117e-1	1e0	4.878868707650385e-2	1.200167457196991e-1	1e0	1.200167457196991e-1	1e0	4.986251027288897e-2
PIK3CG	1.023356337641937e0	3.3308585977473215e-2	1e0	1e0	1e0	3.234372186347302e-1	4.623717636091342e-1	1e0	4.623717636091342e-1	1e0	1.1158665938217072e-2
ADORA2B	1.0218729310558818e0	3.121580964833164e-2	6.921445455202708e-1	7.242092179144674e-1	1e0	2.0946259768682565e-1	3.4714999072079966e-1	1e0	3.4714999072079966e-1	1e0	1.4343128933044973e-2
PTH1R	9.895308817048739e-1	-1.518336266535233e-2	2.5618572832644215e-1	4.073353157733458e-1	1e0	7.895974341771081e-1	7.896081587908554e-1	1e0	4.073353157733458e-1	1e0	-5.922239256432601e-3
TPSAB1	1.0384144652784597e0	5.4382385560767785e-2	7.349171451424157e-1	7.360909102679747e-1	1e0	1.0451687404601988e-1	1.997401823902357e-1	1e0	1.997401823902357e-1	1e0	3.8042358040198836e-2
DCK	9.564726667936219e-1	-6.420435375427584e-2	7.142765402789288e-1	7.692759202592997e-1	1e0	3.009839074740582e-3	1.1864428724951553e-2	4.411092073165176e-1	1.1864428724951553e-2	4.411092073165176e-1	-1.2364173766256908e-1
P4HTM	9.357752708236887e-1	-9.576599092885685e-2	5.923006502005714e-1	7.295048359739492e-1	1e0	8.491305990965512e-1	8.57583696229192e-1	1e0	7.295048359739492e-1	1e0	-1.3117242528570227e-2
TPI1	9.852876700003129e-1	-2.1383091647084216e-2	7.282250896758142e-1	7.475669073504214e-1	1e0	5.294327283261077e-1	6.178609501037976e-1	1e0	6.178609501037976e-1	1e0	-4.471402301723244e-3
SI	1.0186530584547304e0	2.6662769781748853e-2	1e0	1e0	1e0	1.380602284392916e-1	2.768438634274345e-1	1e0	2.768438634274345e-1	1e0	1.4871562418868918e-2
ANKK1	1.0098569842434952e0	1.4150993242353449e-2	4.842671097461174e-1	6.233680476130875e-1	1e0	1.4617333325105972e-1	2.8523398690553775e-1	1e0	2.8523398690553775e-1	1e0	7.7094431128034106e-3
DHRS4L2	9.483279228565187e-1	-7.65420791457166e-2	1.825384033088891e-2	6.042701585232692e-2	9.727408997617026e-1	1e0	1e0	1e0	6.042701585232692e-2	9.727408997617026e-1	-9.328710197327694e-2
STMN4	1.0324763111153303e0	4.6108681181287116e-2	1e0	1e0	1e0	9.982714982033472e-2	2.1218294267180549e-1	1e0	2.1218294267180549e-1	1e0	3.1044492366537484e-2
EPRS	1.0515020820833514e0	7.245170675856709e-2	6.721037462835017e-1	7.12482898217962e-1	1e0	7.98897412553521e-3	2.576596561948373e-2	6.15937935716999e-1	2.576596561948373e-2	6.15937935716999e-1	1.1512239861662805e-1
CDK7	9.82883919526008e-1	-2.4907053309270073e-2	4.5157572455967875e-2	1.173754105506666e-1	9.766934590821391e-1	1.9022210462930558e-1	3.2740471556014e-1	1e0	1.173754105506666e-1	9.766934590821391e-1	-2.3174092164392413e-2
STK31	1.0236339263760341e0	3.369986863238661e-2	7.202892147852851e-1	7.424568732979141e-1	1e0	1.9562145162326375e-1	3.328168631123733e-1	1e0	3.328168631123733e-1	1e0	1.6101617850157283e-2
DAPK1	1.1464872795002938e0	1.9722034802498492e-1	1.6162873782110293e-1	3.1857005364672575e-1	1e0	1.8879762226317223e-1	3.536497468720463e-1	1e0	3.1857005364672575e-1	1e0	9.797809292331089e-2
TNNC2	9.973588050738008e-1	-3.8154797559060098e-3	5.135668499986784e-1	6.558107215765145e-1	1e0	8.313141159808958e-1	8.318738374025144e-1	1e0	6.558107215765145e-1	1e0	-6.990778764371913e-4
GLS2	9.72167862503583e-1	-4.0722651948945685e-2	3.2131050854295316e-2	9.36379212864856e-2	9.766934590821391e-1	6.897868659070184e-1	7.101264129200996e-1	1e0	9.36379212864856e-2	9.766934590821391e-1	-4.188521182658506e-2
WNK1	9.683993338616785e-1	-4.6326007944960904e-2	1.5061727440541148e-1	2.9788822663691567e-1	1e0	7.659577129153077e-1	7.68883172709656e-1	1e0	2.9788822663691567e-1	1e0	-2.4365009194245585e-2
KCNA4	9.77599550230133e-1	-3.2684473479600705e-2	1.6554138881237638e-2	5.125139727493623e-2	9.387361059649677e-1	3.929520535887741e-1	5.339036085299589e-1	1e0	5.125139727493623e-2	9.387361059649677e-1	-4.217258949819413e-2
CAPN1	9.808897216757596e-1	-2.783714695926588e-2	1.5039429611608443e-1	2.9788822663691567e-1	1e0	1e0	1e0	1e0	2.9788822663691567e-1	1e0	-1.4640854493870875e-2
TAF1	1.0489378241936431e0	6.892916467786134e-2	1e0	1e0	1e0	6.175433815010667e-2	1.432622215700407e-1	1e0	1.432622215700407e-1	1e0	5.816713829316076e-2
TSSK4	9.796124934724677e-1	-2.9716921479717863e-2	2.4051441565426554e-1	3.929331336506964e-1	1e0	1e0	1e0	1e0	3.929331336506964e-1	1e0	-1.205560077154005e-2
NDUFS3	1.0045234175060895e0	6.511196650708417e-3	5.082261317512017e-1	6.33160840911347e-1	1e0	1.9808937661874967e-1	3.362307456592764e-1	1e0	3.362307456592764e-1	1e0	3.0821568211372493e-3
CELA2A	9.744727377301663e-1	-3.730627029866585e-2	6.669920298413053e-2	1.5550645012321915e-1	9.766934590821391e-1	1e0	1e0	1e0	1.5550645012321915e-1	9.766934590821391e-1	-3.0152852379971912e-2
